rulename diff lwr upr padj
拒絶-驚き 14.3 7.18850298064102 21.4114970193589 1.23489773962149e-10
嫌悪-驚き 14.3999999999999 7.28850298064095 21.5114970193589 8.74030847697327e-11
悲しみ-驚き 14.5 7.38850298064106 21.611497019359 6.18441964306271e-11
憤慨-驚き 15.6 8.488502980641 22.7114970193589 2.0691226509939e-12
恥辱-驚き 16.4 9.28850298064102 23.5114970193589 9.36029032061469e-13
悲憤-驚き 16.8999999999999 9.78850298064098 24.0114970193589 8.86846152070575e-13
憎悪-驚き 17.5 10.388502980641 24.6114970193589 8.88067397397663e-13
絶望-驚き 21 13.888502980641 28.1114970193589 6.87894186057747e-13
不安-感傷 0.399999999999942 -6.71149701935901 7.5114970193589 1
不健全-感傷 0.699999999999925 -6.41149701935903 7.81149701935888 1
皮肉-感傷 0.799999999999926 -6.31149701935903 7.91149701935888 1
後悔-感傷 1.39999999999991 -5.71149701935904 8.51149701935886 0.999999999993703
罪悪感-感傷 1.4999999999999 -5.61149701935905 8.61149701935885 0.999999999957035
服従-感傷 2.19999999999992 -4.91149701935904 9.31149701935887 0.999999225772088
攻撃-感傷 2.99999999999993 -4.11149701935902 10.1114970193589 0.999460972623813
軽蔑-感傷 3.69999999999994 -3.41149701935901 10.8114970193589 0.984107171096404
恐れ-感傷 4.09999999999997 -3.01149701935899 11.2114970193589 0.942546091107915
怒り-感傷 4.29999999999993 -2.81149701935902 11.4114970193589 0.904517064651105
畏怖-感傷 5.69999999999997 -1.41149701935899 12.8114970193589 0.373013931413212
悲観-感傷 6.69999999999992 -0.411497019359029 13.8114970193589 0.0993543046062396
拒絶-感傷 7.29999999999994 0.188502980640987 14.4114970193589 0.0356348518122114
嫌悪-感傷 7.39999999999987 0.288502980640914 14.5114970193588 0.0296019781198299
悲しみ-感傷 7.49999999999998 0.388502980641022 14.6114970193589 0.0244947822331011
憤慨-感傷 8.59999999999992 1.48850298064097 15.7114970193589 0.0024154531896986
恥辱-感傷 9.39999999999994 2.28850298064098 16.5114970193589 0.000354320202971214
悲憤-感傷 9.8999999999999 2.78850298064095 17.0114970193589 9.78800362282373e-05
憎悪-感傷 10.4999999999999 3.38850298064098 17.6114970193589 1.92970794656855e-05
絶望-感傷 14 6.888502980641 21.1114970193589 3.46708328713419e-10
不健全-不安 0.299999999999983 -6.81149701935897 7.41149701935894 1
皮肉-不安 0.399999999999984 -6.71149701935897 7.51149701935894 1
後悔-不安 0.999999999999968 -6.11149701935899 8.11149701935892 1
罪悪感-不安 1.09999999999996 -6.01149701935899 8.21149701935891 1
服従-不安 1.79999999999998 -5.31149701935898 8.91149701935893 0.999999994541424
攻撃-不安 2.59999999999999 -4.51149701935897 9.71149701935894 0.999967930017992
軽蔑-不安 3.3 -3.81149701935895 10.411497019359 0.997172143984449
恐れ-不安 3.70000000000002 -3.41149701935893 10.811497019359 0.984107171096399
怒り-不安 3.89999999999999 -3.21149701935896 11.0114970193589 0.968277032899843
畏怖-不安 5.30000000000003 -1.81149701935893 12.411497019359 0.541044326547999
悲観-不安 6.29999999999998 -0.811497019358971 13.4114970193589 0.179588801690522
拒絶-不安 6.9 -0.211497019358955 14.011497019359 0.0718290455876651
嫌悪-不安 6.99999999999993 -0.111497019359028 14.1114970193589 0.0606670772938547
悲しみ-不安 7.10000000000003 -0.0114970193589201 14.211497019359 0.0510194214040913
憤慨-不安 8.19999999999998 1.08850298064102 15.3114970193589 0.00587644023411615
恥辱-不安 9 1.88850298064104 16.1114970193589 0.0009461064995121
悲憤-不安 9.49999999999996 2.388502980641 16.6114970193589 0.000275337425653222
憎悪-不安 10.1 2.98850298064104 17.2114970193589 5.75046831515769e-05
絶望-不安 13.6 6.48850298064106 20.711497019359 1.34852007338537e-09
皮肉-不健全 0.100000000000001 -7.01149701935895 7.21149701935895 1
後悔-不健全 0.699999999999985 -6.41149701935897 7.81149701935894 1
罪悪感-不健全 0.799999999999976 -6.31149701935898 7.91149701935893 1
服従-不健全 1.49999999999999 -5.61149701935896 8.61149701935895 0.999999999957035
攻撃-不健全 2.3 -4.81149701935895 9.41149701935896 0.99999782946157
軽蔑-不健全 3.00000000000002 -4.11149701935894 10.111497019359 0.999460972623812
恐れ-不健全 3.40000000000004 -3.71149701935891 10.511497019359 0.995433861310039
怒り-不健全 3.60000000000001 -3.51149701935894 10.711497019359 0.989195863592358
畏怖-不健全 5.00000000000004 -2.11149701935891 12.111497019359 0.670875841224487
悲観-不健全 6 -1.11149701935895 13.111497019359 0.265336602571938
拒絶-不健全 6.60000000000002 -0.511497019358938 13.711497019359 0.116044489012598
嫌悪-不健全 6.69999999999994 -0.411497019359011 13.8114970193589 0.0993543046062373
悲しみ-不健全 6.80000000000005 -0.311497019358903 13.911497019359 0.0846696990476484
憤慨-不健全 7.9 0.788502980641042 15.0114970193589 0.0110645726822365
恥辱-不健全 8.70000000000001 1.58850298064106 15.811497019359 0.00191927138018033
悲憤-不健全 9.19999999999997 2.08850298064102 16.3114970193589 0.000582131867934321
憎悪-不健全 9.80000000000001 2.68850298064105 16.911497019359 0.000127236396114894
絶望-不健全 13.3 6.18850298064108 20.411497019359 3.67471175710676e-09
後悔-皮肉 0.599999999999984 -6.51149701935897 7.71149701935894 1
罪悪感-皮肉 0.699999999999974 -6.41149701935898 7.81149701935893 1
服従-皮肉 1.39999999999999 -5.71149701935896 8.51149701935894 0.999999999993703
